title,url,channel,views,thumbnail
[#유퀴즈온더블럭] 이걸 제가 해요?💦 업무가 폭탄 돌리기인 박정민의 2인 출판사💣,https://www.youtube.com/watch?v=Qhm_lEfx2Jo,tvN D ENT,조회수 184만회,https://i.ytimg.com/vi/Qhm_lEfx2Jo/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBJfut4wV8nZ5_AIQSW-IE2jjqpaw
일본 무인도 생존기 24시 - 오키나와(1),https://www.youtube.com/watch?v=PSwZAjgDBQw,곽튜브,조회수 106만회,https://i.ytimg.com/vi/PSwZAjgDBQw/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD30k57hRdcuAKM-VK_DtwIh1rB4w
상화 몰래 결국 저질러 버렸습니다🫡 2억 짜리 포르쉐 페인트칠해서 공주 대접하기🚗💝,https://www.youtube.com/watch?v=Kq7QkA2vxYc,동네친구 강나미 [Kangnami],조회수 164만회,https://i.ytimg.com/vi/Kq7QkA2vxYc/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCJa0paLj9Bf0YSqJWzo5acTc5n-Q
40살 호날두 vs 17살 야말!｜네이션스리그 결승 4편 몰아보기 (18/19~24/25)｜맨유튜브 × 스포티비,https://www.youtube.com/watch?v=1KzZnr1Zl0c,SPOiler 스포일러,조회수 43만회,https://i.ytimg.com/vi/1KzZnr1Zl0c/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBBYXYDplDIpShsOfXgRmPYNZSZ6Q
퇴근 1시간 후,https://www.youtube.com/watch?v=9oBrILNOfd4,숏박스,조회수 212만회,https://i.ytimg.com/vi/9oBrILNOfd4/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBdJTVCOf7KeUz8I18KOLV6NG0xkg
ALLDAY PROJECT - ‘DAY 1’,https://www.youtube.com/watch?v=iVDmfi79CMk&pp=0gcJCd4JAYcqIYzv,ALLDAY PROJECT,조회수 83만회,https://i.ytimg.com/vi/iVDmfi79CMk/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBBdhgzSRTZ3fwqm8n27AkfJt_jqg
[BOYS ll PLANET K] '올라 (HOLA SOLAR)' Performance,https://www.youtube.com/watch?v=ndAQFk2n5g0,BOYS II PLANET,조회수 330만회,https://i.ytimg.com/vi/ndAQFk2n5g0/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLB8gg2BoS098ZlxNgbwH8y11pdxVQ
"""클래식은 영원하다"" 고소영의 30년 된 빈티지 명품",https://www.youtube.com/watch?v=OVTQNm9YGDE,바로 그 고소영,조회수 24만회,https://i.ytimg.com/vi/OVTQNm9YGDE/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD53BIfIVSgSMVXKEayBCUxMWZNlw
[2026 FIFA 북중미 월드컵 아시아 3차 예선] 대한민국 vs 쿠웨이트 풀 하이라이트,https://www.youtube.com/watch?v=STxG499vNBo,쿠팡플레이 스포츠,조회수 277만회,https://i.ytimg.com/vi/STxG499vNBo/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBrFPq63cvDtWYkgWvsk-j9V_no_A
"[SUB] ""대학교에 대한 로망이 있었어요"" 프로미스나인 백지헌 님과 기숙 학원 조교 체험했습니다",https://www.youtube.com/watch?v=EagYXvxMtPw,미미미누,조회수 64만회,https://i.ytimg.com/vi/EagYXvxMtPw/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAXBYtONyhN20DEPRy5KNcc6W6Vtg
ATEEZ(에이티즈) - 'Lemon Drop' Official MV,https://www.youtube.com/watch?v=H4H99b1CjPU,KQ ENTERTAINMENT,조회수 1681만회,https://i.ytimg.com/vi/H4H99b1CjPU/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDdvEHeIIbfn-72zRcJReOklCyEcw
ALLDAY PROJECT - ‘FAMOUS’ M/V TEASER,https://www.youtube.com/watch?v=TwfOTaEVt_w,THEBLACKLABEL,조회수 93만회,https://i.ytimg.com/vi/TwfOTaEVt_w/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBe8VHXYL7xKcxoQX44n00ljhPxag
"감자 한 상자 사와도 모자랍니다!👍👍 ""혼자 먹기 너무 아까워요"" 간단하고 맛있는 감자 요리 3가지 강쉪",https://www.youtube.com/watch?v=9sn8pjMECrw,강쉪,조회수 34만회,https://i.ytimg.com/vi/9sn8pjMECrw/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBeLB-zoflDoAnKNk92wTwEIad7dg
"[Eng] 뿅뿅지구오락실3 비하인드 풀다가 손절할 뻔했습니다(?) with. 나영석, 박현용, 신건준 PD",https://www.youtube.com/watch?v=IoRfKxDxn58,은지랑 이은지,조회수 32만회,https://i.ytimg.com/vi/IoRfKxDxn58/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBSR9aIwz3dkTmS02g8VUCc5LM6XQ
오징어게임 영희 페이스리프트 하기,https://www.youtube.com/watch?v=uSfKhBpkyUs,사나고 Sanago,조회수 21만회,https://i.ytimg.com/vi/uSfKhBpkyUs/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCqnyb_1hJOdNQjWovKQ8avwXHTqw
[#아빠하고나하고] (40분) 입양 간 동생과 상봉해서 눈물이 나는 와중에도 배는 고픈 이건주의 한 상 차림 #TVCHOSUNSTAR (TV CHOSUN 250610 방송),https://www.youtube.com/watch?v=FSMBwCEwAFQ,TVCHOSUN STAR,조회수 32만회,https://i.ytimg.com/vi/FSMBwCEwAFQ/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAry7vBJRHcZzuRV07MVYP-BgHqEA
ONE : 하이스쿨 히어로즈ㅣ최고 빌런 최기수의 등장! | 7회 선공개 | 웨이브 오리지널,https://www.youtube.com/watch?v=h9AC0-x-HZc,wavve 웨이브,조회수 67만회,https://i.ytimg.com/vi/h9AC0-x-HZc/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCOfbnVAKh1NWnusmSDjoxgF7UCDA
"연락두절 후 4개월만에 나타난 사장님, 그동안 무슨일이 있던걸까..?[피자집 컨설팅 ep2]",https://www.youtube.com/watch?v=vQ97f_b2CpE,과장말고 사장하자,조회수 25만회,https://i.ytimg.com/vi/vQ97f_b2CpE/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCcW6JkFUguciUeIzD0K8xLAsJ_yA
5억 받고 NCT 아닌 척 하기 VS 5억 포기하고 NCT 티내기 | 카더가든&NCT 도영 [셀폰KODE],https://www.youtube.com/watch?v=bYzve4aYEHA,KODE 코드,조회수 31만회,https://i.ytimg.com/vi/bYzve4aYEHA/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDjsKjSNN_icKyxedmT2kRZZZSPYQ
유튜브 최초 신동엽과 떠나는 해외 여행 (ft.키링 돈생 매미킴),https://www.youtube.com/watch?v=NfDdTUWUUKc,추성훈 ChooSungHoon,조회수 214만회,https://i.ytimg.com/vi/NfDdTUWUUKc/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBlpBWQXGM42Dco37yAQB9EYmsh0w
노홍철이 포르투갈에서 이민까지 고민한 이유,https://www.youtube.com/watch?v=Tbf9ZEnb6us,노홍철,조회수 29만회,https://i.ytimg.com/vi/Tbf9ZEnb6us/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBXePLo-5eL7p3NhYXmT-kw84Uexw
🍚밥 3그룻 책임집니다! 두부조림보다 10배 맛있는 두부볶음,https://www.youtube.com/watch?v=lH7bRtdQZ9k&pp=0gcJCd4JAYcqIYzv,이 남자의 cook,조회수 6.7만회,https://i.ytimg.com/vi/lH7bRtdQZ9k/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBPxQb6FVvHXjILsWmoslSTd_gf6A
With me (Electrifying Confession X LUCY) (같이 가자 (전력고백 X LUCY)),https://www.youtube.com/watch?v=8yliKIyKNSE,LUCY ISLAND,조회수 18만회,https://i.ytimg.com/vi/8yliKIyKNSE/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDYoluGynIGapvpwWt0xCr46cm0Nw
"미안하다, 온천왔다 [선생님과 일본 2]",https://www.youtube.com/watch?v=QRwOjw67fD0,야만스러운,조회수 15만회,https://i.ytimg.com/vi/QRwOjw67fD0/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBOEPnjCzJ1x3x2kfEPGdR2iuINLg
눈물의 마라탕 먹방..🔥 (ft.육회칼빔면 & 육회불닭),https://www.youtube.com/watch?v=RZUJhDgK5sM,[상윤쓰]Sangyoon,조회수 25만회,https://i.ytimg.com/vi/RZUJhDgK5sM/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA0nbQEGzkxaR-MxJRLCjFHEgcS6A
"데프콘의 전주 1일 6식가 | 물짜장, 원조 초코파이, 메밀소바, 만두, 찐빵, 김밥쌈 …",https://www.youtube.com/watch?v=Lgh2xrIyoEE,데프콘TV,조회수 81만회,https://i.ytimg.com/vi/Lgh2xrIyoEE/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAHWfK8rxTbftV0qh-S65UGD-3EZg
[BOYS ll PLANET C] '올라 (HOLA SOLAR)' Performance,https://www.youtube.com/watch?v=knRB7QROCKQ,BOYS II PLANET,조회수 79만회,https://i.ytimg.com/vi/knRB7QROCKQ/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBNPQVlwdiViCDYmIRGUPL48SN5Ng
Flip Flop (Prod. Padi),https://www.youtube.com/watch?v=HLWgDKjg3lg,GUMMY - 거미,조회수 44만회,https://i.ytimg.com/vi/HLWgDKjg3lg/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAnb9nBupopZvxlqbnjtKmZ121O5A
한국 오자마자 한식부터 찾던 러시아 처형의 인생 첫 숯불닭갈비 반응ㅋㅋ,https://www.youtube.com/watch?v=5R4Oqps32LQ,예나러브 [Jun & Yena],조회수 16만회,https://i.ytimg.com/vi/5R4Oqps32LQ/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCQzIN-kTc_4_wZ8mdn_gOf0JETuA
웬만해선 김승민을 막을 수 없다 (Why Can't We Stop Seungmin) #2｜[SKZ CODE(스키즈 코드)] Ep.78,https://www.youtube.com/watch?v=j5kzzdELskE,Stray Kids,조회수 89만회,https://i.ytimg.com/vi/j5kzzdELskE/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDjgo-XNJvQ_oJTAOGexE7ISBOysg
"도영 (DOYOUNG)의 킬링보이스를 라이브로! – 반딧불, 새봄의 노래, 안녕, 우주, BOSS, Baggy Jeans, 미래에서 기다릴게 | 딩고뮤직 | Dingo Music",https://www.youtube.com/watch?v=JMehW4VKBlg,딩고 뮤직 / dingo music,조회수 45만회,https://i.ytimg.com/vi/JMehW4VKBlg/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCqjRy6QvzDBD4zHevjI-zhcpwdIw
원영적 사고 vs 정민적 사고 (이 광고 정말 정말 잘됐다~),https://www.youtube.com/watch?v=lcb1uUG3DkQ,돌고래유괴단,조회수 70만회,https://i.ytimg.com/vi/lcb1uUG3DkQ/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDSYSbzommx0L-AvcywusxXgr_J3A
쏟아져오는 바람처럼 눈부시게 너란 빛이 비추더라 Be My Light,https://www.youtube.com/watch?v=l-kXtxq3Cco,DOYOUNG - Topic,조회수 63만회,https://i.ytimg.com/vi/l-kXtxq3Cco/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDnKGzrEPGncOUnT4W4ikJDO_uJ3Q
QWER '눈물참기' Official MV,https://www.youtube.com/watch?v=pifz9JH1Re8,QWER,조회수 1039만회,https://i.ytimg.com/vi/pifz9JH1Re8/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDSA9lKWwTpdJSJntCgPSsT-DS4oA
QWER - 눈물참기ㅣ야외녹음실ㅣBeyond the StudioㅣDearㅣ쵸단 마젠타 히나 시연ㅣLIVE,https://www.youtube.com/watch?v=WdtjKkT12EY&pp=0gcJCd4JAYcqIYzv,1theK Live - 원더케이 라이브,조회수 43만회,https://i.ytimg.com/vi/WdtjKkT12EY/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD7uvbHNZFZa2a8kYMgeY8UCi305A
[EN] 미루고 미루던 입원 날짜 잡고 온 날,https://www.youtube.com/watch?v=iKIAdwQveeM,삐루빼로,조회수 43만회,https://i.ytimg.com/vi/iKIAdwQveeM/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDy5KbT7bNZMqsge_suscpryeKsog
12년만에 싹 갈아엎은 새로운 디자인? 애플 WWDC25 공개 내용 총정리!,https://www.youtube.com/watch?v=0yw2m-p5Tgs,ITSub잇섭,조회수 94만회,https://i.ytimg.com/vi/0yw2m-p5Tgs/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA_UW7LUHAFmuznwtddFPZXkPgefw
ENG) 6년차 동거커플이 결혼을 안하는 이유.. 솔직하게 말씀 드립니다 | 결혼과 아기 계획,https://www.youtube.com/watch?v=g6OWvHv4nyE,부라도커플 Burado_couple,조회수 14만회,https://i.ytimg.com/vi/g6OWvHv4nyE/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCZu5Vs8LfDymJRjYeYyXExxN0KIQ
[헝가리부부]🇭🇺🇰🇷 배달만 시켜먹던 족발을 직접 가게에 가서 처음 먹어본 아내의 반응은?! #한국여행 #족발 #가족먹방,https://www.youtube.com/watch?v=z-F75BQewSE,[헝가리부부]김패밀리VLOG,조회수 25만회,https://i.ytimg.com/vi/z-F75BQewSE/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCatWeOZ5tbBsOru-s6Kyd71-bY7A
"""최초성사""마크툽X박다혜 드디어 ""시작의 아이""로 만나다",https://www.youtube.com/watch?v=HnyOnGTWIVM,잠골버스,조회수 61만회,https://i.ytimg.com/vi/HnyOnGTWIVM/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDuYOUxjwFgpP2f4BCCbzCVVAZxWg
순자엄마네 새로운 집을 공개합니다.,https://www.youtube.com/watch?v=Ug4-icRq_cI,순자엄마,조회수 93만회,https://i.ytimg.com/vi/Ug4-icRq_cI/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBbEw1yd-oog_-CP56niChBXPsOdA
부추와 두부를 이렇게 드세요! 영양가득 단백질 가득한 부추 요리 2가지,https://www.youtube.com/watch?v=nn5ozz6Gj7s,수리키친Suri,조회수 21만회,https://i.ytimg.com/vi/nn5ozz6Gj7s/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBniUz2v2BZvunhVBtcVvx45TXxtA
PC방에서 24시간동안 전메뉴 먹방🍜 알바생은 울지만 사장님은 웃는다,https://www.youtube.com/watch?v=1NftZaSKXys,지피티,조회수 26만회,https://i.ytimg.com/vi/1NftZaSKXys/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCt5W2dBtL0ly_eO7NkoqKwLxi7XQ
친구 썸남 별로일 때 특,https://www.youtube.com/watch?v=rO_WMto8m14&pp=0gcJCd4JAYcqIYzv,총몇명,조회수 106만회,https://i.ytimg.com/vi/rO_WMto8m14/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDFM5DQoEDmWT6hsBd1KfyFemsEvQ
장비만 사재끼는 삶에 대하여,https://www.youtube.com/watch?v=H_kg1s9bBJg,원지의하루,조회수 55만회,https://i.ytimg.com/vi/H_kg1s9bBJg/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBRwKi2QBHzBJ4fpcbMecWAG9Ypgw
🛠️ 중대.. 까지는 아니고 소대발표ㅣ퍼스널컬러 호갱되는 법ㅣ새끼 고양이들의 등장,https://www.youtube.com/watch?v=AQozGQvrXb4,deemd 딤디,조회수 23만회,https://i.ytimg.com/vi/AQozGQvrXb4/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAjgm76O0VG5z0OOU7LAmslhdwEdQ
skibidi toilet 79 (part 1),https://www.youtube.com/watch?v=zo4g2Ue-zEo,DaFuq!?Boom!,조회수 1665만회,https://i.ytimg.com/vi/zo4g2Ue-zEo/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBtshOfCtkQZDbDTdB0VOHxiZG4Jw
한국 지하철을 처음 타본 이탈리아 아저씨가 두눈을 의심한 이유! 그리고 장인어른의 끝없는 한국자랑 ㅎㅎ,https://www.youtube.com/watch?v=ZJuaat_Gn5g,Mozzarella Girl & Oppa,조회수 129만회,https://i.ytimg.com/vi/ZJuaat_Gn5g/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCeS5tZdsIyzKgzggUkdcx3DeSDYA
