title,url,channel,views,thumbnail
버터 5000g으로 스테이크 누르기,https://www.youtube.com/watch?v=SAYBHEfVFJw,먹어볼래TryToEat,조회수 67만회,https://i.ytimg.com/vi/SAYBHEfVFJw/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBzMo9jmKKs65uiBAByDmlaaLz5Jg
남자 보는 눈,https://www.youtube.com/watch?v=Cg-cRzubi2A,짧은대본 ShortPaper,조회수 65만회,https://i.ytimg.com/vi/Cg-cRzubi2A/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDO6DTOgjFBaN0OxDBdlQXmx9w2gA
[EN/JP]이짝저짝 빙글빙글 돌아가는 그루밍(가)족의 하루 | 깡촌캉스 EP.3 #유재석 #이동욱 #남창희 #조세호 #이상이,https://www.youtube.com/watch?v=ftmE4QjLDmk,뜬뜬 DdeunDdeun,조회수 376만회,https://i.ytimg.com/vi/ftmE4QjLDmk/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCUk9yDynZ22aQTfW5DaK-jH24bng
[2026 FIFA 북중미 월드컵 아시아 3차 예선] 이라크 vs 대한민국 풀 하이라이트,https://www.youtube.com/watch?v=uw_X4usDCWE,쿠팡플레이 스포츠,조회수 393만회,https://i.ytimg.com/vi/uw_X4usDCWE/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBrBOTwsUv0Ypl2i6i-o6bBTVALRw
일본 무인도 생존기 24시 - 오키나와(1),https://www.youtube.com/watch?v=PSwZAjgDBQw&pp=0gcJCd4JAYcqIYzv,곽튜브,조회수 106만회,https://i.ytimg.com/vi/PSwZAjgDBQw/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD30k57hRdcuAKM-VK_DtwIh1rB4w
상화 몰래 결국 저질러 버렸습니다🫡 2억 짜리 포르쉐 페인트칠해서 공주 대접하기🚗💝,https://www.youtube.com/watch?v=Kq7QkA2vxYc,동네친구 강나미 [Kangnami],조회수 164만회,https://i.ytimg.com/vi/Kq7QkA2vxYc/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCJa0paLj9Bf0YSqJWzo5acTc5n-Q
aespa 에스파 'Dirty Work' Performance Video,https://www.youtube.com/watch?v=1dxDjcKg21o,aespa,조회수 1594만회,https://i.ytimg.com/vi/1dxDjcKg21o/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAewAoQwFrBwFy_5JgmyXFX1jIQIg
[EN/JP]양반들의 마을에 게판의 등장이라...⭐ 재밌어지겠네 | 깡촌캉스 EP.2 #유재석 #이동욱 #남창희 #이상이,https://www.youtube.com/watch?v=KveFYFpZO0A,뜬뜬 DdeunDdeun,조회수 486만회,https://i.ytimg.com/vi/KveFYFpZO0A/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAnh8BWKPZPvo5LEJliaIFniy8okg
7일 동안 전투식량만 먹으면 생기는 일,https://www.youtube.com/watch?v=qyGijILMRH4,고재영,조회수 196만회,https://i.ytimg.com/vi/qyGijILMRH4/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDEAhz3rYUX4VM8rKiur91bMvy1XQ
쏟아져오는 바람처럼 눈부시게 너란 빛이 비추더라 Be My Light,https://www.youtube.com/watch?v=l-kXtxq3Cco,DOYOUNG - Topic,조회수 63만회,https://i.ytimg.com/vi/l-kXtxq3Cco/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDnKGzrEPGncOUnT4W4ikJDO_uJ3Q
QWER '눈물참기' Official MV,https://www.youtube.com/watch?v=pifz9JH1Re8,QWER,조회수 1039만회,https://i.ytimg.com/vi/pifz9JH1Re8/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDSA9lKWwTpdJSJntCgPSsT-DS4oA
[#아빠하고나하고] (40분) 입양 간 동생과 상봉해서 눈물이 나는 와중에도 배는 고픈 이건주의 한 상 차림 #TVCHOSUNSTAR (TV CHOSUN 250610 방송),https://www.youtube.com/watch?v=FSMBwCEwAFQ,TVCHOSUN STAR,조회수 32만회,https://i.ytimg.com/vi/FSMBwCEwAFQ/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAry7vBJRHcZzuRV07MVYP-BgHqEA
[BOYS ll PLANET K] '올라 (HOLA SOLAR)' Performance,https://www.youtube.com/watch?v=ndAQFk2n5g0,BOYS II PLANET,조회수 330만회,https://i.ytimg.com/vi/ndAQFk2n5g0/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLB8gg2BoS098ZlxNgbwH8y11pdxVQ
Square's dream (네모의 꿈),https://www.youtube.com/watch?v=Loo11mn5mE0,이지금 [IU Official],조회수 732만회,https://i.ytimg.com/vi/Loo11mn5mE0/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBWe9g_0dNxIrcxtwSorcsqBYd70Q
40살 호날두 vs 17살 야말!｜네이션스리그 결승 4편 몰아보기 (18/19~24/25)｜맨유튜브 × 스포티비,https://www.youtube.com/watch?v=1KzZnr1Zl0c,SPOiler 스포일러,조회수 43만회,https://i.ytimg.com/vi/1KzZnr1Zl0c/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBBYXYDplDIpShsOfXgRmPYNZSZ6Q
"""최초성사""마크툽X박다혜 드디어 ""시작의 아이""로 만나다",https://www.youtube.com/watch?v=HnyOnGTWIVM,잠골버스,조회수 61만회,https://i.ytimg.com/vi/HnyOnGTWIVM/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDuYOUxjwFgpP2f4BCCbzCVVAZxWg
"[SUB] ""대학교에 대한 로망이 있었어요"" 프로미스나인 백지헌 님과 기숙 학원 조교 체험했습니다",https://www.youtube.com/watch?v=EagYXvxMtPw,미미미누,조회수 64만회,https://i.ytimg.com/vi/EagYXvxMtPw/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAXBYtONyhN20DEPRy5KNcc6W6Vtg
"감자 한 상자 사와도 모자랍니다!👍👍 ""혼자 먹기 너무 아까워요"" 간단하고 맛있는 감자 요리 3가지 강쉪",https://www.youtube.com/watch?v=9sn8pjMECrw,강쉪,조회수 34만회,https://i.ytimg.com/vi/9sn8pjMECrw/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBeLB-zoflDoAnKNk92wTwEIad7dg
퇴근 1시간 후,https://www.youtube.com/watch?v=9oBrILNOfd4,숏박스,조회수 212만회,https://i.ytimg.com/vi/9oBrILNOfd4/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBdJTVCOf7KeUz8I18KOLV6NG0xkg
"도영 (DOYOUNG)의 킬링보이스를 라이브로! – 반딧불, 새봄의 노래, 안녕, 우주, BOSS, Baggy Jeans, 미래에서 기다릴게 | 딩고뮤직 | Dingo Music",https://www.youtube.com/watch?v=JMehW4VKBlg,딩고 뮤직 / dingo music,조회수 45만회,https://i.ytimg.com/vi/JMehW4VKBlg/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCqjRy6QvzDBD4zHevjI-zhcpwdIw
5억 받고 NCT 아닌 척 하기 VS 5억 포기하고 NCT 티내기 | 카더가든&NCT 도영 [셀폰KODE],https://www.youtube.com/watch?v=bYzve4aYEHA,KODE 코드,조회수 31만회,https://i.ytimg.com/vi/bYzve4aYEHA/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDjsKjSNN_icKyxedmT2kRZZZSPYQ
Flip Flop (Prod. Padi),https://www.youtube.com/watch?v=HLWgDKjg3lg,GUMMY - 거미,조회수 44만회,https://i.ytimg.com/vi/HLWgDKjg3lg/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAnb9nBupopZvxlqbnjtKmZ121O5A
야구 선수를 키우는 학부모가 된 이대호의 조언,https://www.youtube.com/watch?v=GI_-HNZFyb0&pp=0gcJCd4JAYcqIYzv,이대호 [RE:DAEHO],조회수 69만회,https://i.ytimg.com/vi/GI_-HNZFyb0/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDPPZm32LjcOQ-Ba-E6njRtsB7wLA
행군,https://www.youtube.com/watch?v=0yuXohIsJks,숏박스,조회수 338만회,https://i.ytimg.com/vi/0yuXohIsJks/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA62vPUl2W2DIhxxMwYUqLKFTGy5A
"[Eng] 뿅뿅지구오락실3 비하인드 풀다가 손절할 뻔했습니다(?) with. 나영석, 박현용, 신건준 PD",https://www.youtube.com/watch?v=IoRfKxDxn58,은지랑 이은지,조회수 32만회,https://i.ytimg.com/vi/IoRfKxDxn58/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBSR9aIwz3dkTmS02g8VUCc5LM6XQ
[#유퀴즈온더블럭] 선배들이 증언하는 광기의 희극인 김숙🔥 예측 불가 심부름 사건으로 '돌아이' 타이틀을 각인시킨 순간🤣,https://www.youtube.com/watch?v=7Cwpeh2jnVI,디글 클래식 :Diggle Classic,조회수 108만회,https://i.ytimg.com/vi/7Cwpeh2jnVI/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDTTwIhSju1nqUUh5qbhQc7ssfxpw
[전참시] 윙이 노래방 가서 '도파민'을 부르면 생기는 일 MBC250607방송 #비트펠라 #노래방 #Dopamine,https://www.youtube.com/watch?v=or2vs7Ntvrg,픽잇 :Pick it,조회수 52만회,https://i.ytimg.com/vi/or2vs7Ntvrg/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDZxilvbdE4CFxhfvInwC9D3bJYow
ALLDAY PROJECT - ‘FAMOUS’ M/V TEASER,https://www.youtube.com/watch?v=TwfOTaEVt_w,THEBLACKLABEL,조회수 93만회,https://i.ytimg.com/vi/TwfOTaEVt_w/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBe8VHXYL7xKcxoQX44n00ljhPxag
ALLDAY PROJECT - ‘DAY 1’,https://www.youtube.com/watch?v=iVDmfi79CMk,ALLDAY PROJECT,조회수 83만회,https://i.ytimg.com/vi/iVDmfi79CMk/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBBdhgzSRTZ3fwqm8n27AkfJt_jqg
[덱스와 사나의 냉터뷰] 내 동생들 너무 귀여운고야...♥ l EP.13 지드래곤(G-DRAGON) 편,https://www.youtube.com/watch?v=58gb5Mc6zIQ,일일칠 - 117,조회수 247만회,https://i.ytimg.com/vi/58gb5Mc6zIQ/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCulZQ53NiuSD2fVfdw4tosllbdUg
With me (Electrifying Confession X LUCY) (같이 가자 (전력고백 X LUCY)),https://www.youtube.com/watch?v=8yliKIyKNSE,LUCY ISLAND,조회수 18만회,https://i.ytimg.com/vi/8yliKIyKNSE/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDYoluGynIGapvpwWt0xCr46cm0Nw
원영적 사고 vs 정민적 사고 (이 광고 정말 정말 잘됐다~),https://www.youtube.com/watch?v=lcb1uUG3DkQ,돌고래유괴단,조회수 70만회,https://i.ytimg.com/vi/lcb1uUG3DkQ/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDSYSbzommx0L-AvcywusxXgr_J3A
남자 보는 눈,https://www.youtube.com/watch?v=Cg-cRzubi2A,짧은대본 ShortPaper,조회수 65만회,https://i.ytimg.com/vi/Cg-cRzubi2A/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDO6DTOgjFBaN0OxDBdlQXmx9w2gA
순자엄마네 새로운 집을 공개합니다.,https://www.youtube.com/watch?v=Ug4-icRq_cI,순자엄마,조회수 93만회,https://i.ytimg.com/vi/Ug4-icRq_cI/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBbEw1yd-oog_-CP56niChBXPsOdA
미나의 집,https://www.youtube.com/watch?v=kFMh7DBddpw&pp=0gcJCd4JAYcqIYzv,인생84,조회수 166만회,https://i.ytimg.com/vi/kFMh7DBddpw/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBL6fZV-yUkZ-GdP_ECJcxuxqTvyA
한국 지하철을 처음 타본 이탈리아 아저씨가 두눈을 의심한 이유! 그리고 장인어른의 끝없는 한국자랑 ㅎㅎ,https://www.youtube.com/watch?v=ZJuaat_Gn5g,Mozzarella Girl & Oppa,조회수 129만회,https://i.ytimg.com/vi/ZJuaat_Gn5g/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCeS5tZdsIyzKgzggUkdcx3DeSDYA
skibidi toilet 79 (part 1),https://www.youtube.com/watch?v=zo4g2Ue-zEo&pp=0gcJCd4JAYcqIYzv,DaFuq!?Boom!,조회수 1665만회,https://i.ytimg.com/vi/zo4g2Ue-zEo/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBtshOfCtkQZDbDTdB0VOHxiZG4Jw
자꾸 심한 장난치는 친구들한테 우울증 걸린 척 해서 역으로 당황시키기 ㅋㅋㅋㅋㅋㅋㅋㅋ,https://www.youtube.com/watch?v=VByZ8iF3QIo,보물섬,조회수 122만회,https://i.ytimg.com/vi/VByZ8iF3QIo/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA08k29PMGMrVjYsasww3iWEbeEcw
🍚밥 3그룻 책임집니다! 두부조림보다 10배 맛있는 두부볶음,https://www.youtube.com/watch?v=lH7bRtdQZ9k,이 남자의 cook,조회수 6.7만회,https://i.ytimg.com/vi/lH7bRtdQZ9k/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBPxQb6FVvHXjILsWmoslSTd_gf6A
제가 지금 바로 결정하긴 조금 어려워서요…,https://www.youtube.com/watch?v=b5tS3n6sIjA,너덜트,조회수 84만회,https://i.ytimg.com/vi/b5tS3n6sIjA/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCevfKjabvqSQ-TxeBpoI0zVGcO2g
장비만 사재끼는 삶에 대하여,https://www.youtube.com/watch?v=H_kg1s9bBJg,원지의하루,조회수 55만회,https://i.ytimg.com/vi/H_kg1s9bBJg/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBRwKi2QBHzBJ4fpcbMecWAG9Ypgw
12년만에 싹 갈아엎은 새로운 디자인? 애플 WWDC25 공개 내용 총정리!,https://www.youtube.com/watch?v=0yw2m-p5Tgs,ITSub잇섭,조회수 94만회,https://i.ytimg.com/vi/0yw2m-p5Tgs/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA_UW7LUHAFmuznwtddFPZXkPgefw
연애 먹이사슬,https://www.youtube.com/watch?v=QTBEFba0b88,픽고 PICKGO,조회수 86만회,https://i.ytimg.com/vi/QTBEFba0b88/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBKIjTb4fXgAkLxSx7NGEv8l6R-OA
오징어게임 영희 페이스리프트 하기,https://www.youtube.com/watch?v=uSfKhBpkyUs,사나고 Sanago,조회수 21만회,https://i.ytimg.com/vi/uSfKhBpkyUs/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCqnyb_1hJOdNQjWovKQ8avwXHTqw
부추와 두부를 이렇게 드세요! 영양가득 단백질 가득한 부추 요리 2가지,https://www.youtube.com/watch?v=nn5ozz6Gj7s,수리키친Suri,조회수 21만회,https://i.ytimg.com/vi/nn5ozz6Gj7s/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBniUz2v2BZvunhVBtcVvx45TXxtA
버터 5000g으로 스테이크 누르기,https://www.youtube.com/watch?v=SAYBHEfVFJw,먹어볼래TryToEat,조회수 67만회,https://i.ytimg.com/vi/SAYBHEfVFJw/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBzMo9jmKKs65uiBAByDmlaaLz5Jg
"미안하다, 온천왔다 [선생님과 일본 2]",https://www.youtube.com/watch?v=QRwOjw67fD0,야만스러운,조회수 15만회,https://i.ytimg.com/vi/QRwOjw67fD0/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBOEPnjCzJ1x3x2kfEPGdR2iuINLg
눈물의 마라탕 먹방..🔥 (ft.육회칼빔면 & 육회불닭),https://www.youtube.com/watch?v=RZUJhDgK5sM,[상윤쓰]Sangyoon,조회수 25만회,https://i.ytimg.com/vi/RZUJhDgK5sM/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA0nbQEGzkxaR-MxJRLCjFHEgcS6A
"한일커플① 남프랑스로 떠난 신혼여행 (근데 찰스엔터를 곁들인,,🤭)비행기 놓칠뻔한 민폐커플ㅠ인생 여행지🇫🇷 마르세유 유럽여행 vlog 국제커플",https://www.youtube.com/watch?v=xgBLybiME88,Tacosama 타코사마,조회수 36만회,https://i.ytimg.com/vi/xgBLybiME88/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCzVua-OZXroNNAHCiJjfV1KhMVWw
PC방에서 24시간동안 전메뉴 먹방🍜 알바생은 울지만 사장님은 웃는다,https://www.youtube.com/watch?v=1NftZaSKXys,지피티,조회수 26만회,https://i.ytimg.com/vi/1NftZaSKXys/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCt5W2dBtL0ly_eO7NkoqKwLxi7XQ
